161715416, 105, 60, 52.86585235595703, -359.8116760253906, 486
161717971, 89, 60, 61.70731735229492, -359.9690246582031, 486
161812428, 127, 60, 40.24390411376953, -365.1681213378906, 500
161814981, 112, 60, 48.475608825683594, -365.2912902832031, 500
161910011, 114, 60, 47.43902587890625, -370.2037048339844, 531
161912567, 115, 60, 46.76829147338867, -370.3502197265625, 531
162007022, 134, 60, 36.280487060546875, -374.8100280761719, 555
162009569, 130, 60, 38.96341323852539, -374.9091796875, 555
162106535, 118, 60, 45.73170852661133, -379.1387939453125, 584
162109082, 143, 60, 31.95121955871582, -379.22003173828125, 584
162203537, 89, 60, 61.95121765136719, -384.01422119140625, 600
162206092, 103, 60, 53.780487060546875, -384.15130615234375, 600
162300490, 117, 60, 46.280487060546875, -388.6393127441406, 581
162303044, 106, 60, 52.317073822021484, -388.7721862792969, 581
162397487, 134, 60, 37.378047943115234, -392.7113037109375, 533
162400041, 124, 60, 42.9878044128418, -392.8208923339844, 533
162494500, 118, 60, 46.64634323120117, -396.9170837402344, 476
162497636, 132, 60, 38.65853500366211, -397.0153503417969, 457
162640444, 127, 60, 41.89024353027344, -402.7415771484375, 416
162642999, 100, 60, 56.89024353027344, -402.88671875, 416
162737460, 120, 60, 46.15853500366211, -406.8244323730469, 391
162740018, 134, 60, 38.719512939453125, -406.9232482910156, 391
162834481, 116, 60, 48.96341323852539, -411.0090026855469, 373
162837026, 125, 60, 43.84146499633789, -411.120849609375, 373
162934029, 133, 60, 39.69512176513672, -414.8995056152344, 354
162936575, 143, 60, 34.57316970825195, -414.9877624511719, 354
163030985, 119, 60, 47.74390411376953, -418.9605407714844, 345
163033538, 129, 60, 42.378047943115234, -419.06817626953125, 345
163177004, 114, 60, 51.219512939453125, -425.417236328125, 329
163179565, 109, 60, 53.84146499633789, -425.5859680175781, 329
163274012, 138, 60, 38.10975646972656, -429.9017028808594, 323
163276567, 141, 60, 36.15853500366211, -429.99365234375, 323
163371005, 151, 60, 30.85365867614746, -434.0213928222656, 321
163373555, 111, 60, 53.04878234863281, -434.15631103515625, 321
163467959, 132, 60, 41.64634323120117, -438.4280700683594, 321
163470503, 123, 60, 46.89024353027344, -438.54718017578125, 321
163565267, 126, 60, 45.42683029174805, -442.4454650878906, 327
163567824, 131, 60, 42.621952056884766, -442.5542297363281, 327
163662333, 142, 60, 36.585365295410156, -446.96185302734375, 323
163664890, 146, 60, 34.26829147338867, -447.0489196777344, 323
163759364, 109, 60, 55.30487823486328, -451.3097229003906, 333
163761922, 103, 60, 58.780487060546875, -451.4598388671875, 333
163859458, 126, 60, 46.09756088256836, -455.6789855957031, 348
163862003, 123, 60, 47.74390411376953, -455.8002624511719, 348
163953915, 120, 60, 49.817073822021484, -459.677978515625, 356
163956472, 116, 60, 52.25609588623047, -459.8108215332031, 356
164053410, 125, 60, 47.07316970825195, -464.19219970703125, 347
164055965, 129, 60, 44.878047943115234, -464.3066711425781, 347
164150370, 123, 60, 48.29268264770508, -468.7904052734375, 301
164152924, 114, 60, 53.23170852661133, -468.9256591796875, 301
164247360, 136, 60, 41.280487060546875, -473.0985107421875, 226
164249914, 149, 60, 34.085365295410156, -473.1850891113281, 226
164344391, 152, 60, 33.04878234863281, -477.220458984375, 193
164346945, 146, 60, 36.40243911743164, -477.3133239746094, 193
164441445, 114, 60, 54.63414764404297, -481.16632080078125, 191
164444573, 117, 60, 52.74390411376953, -481.3008117675781, 191
164539077, 141, 60, 39.75609588623047, -485.49554443359375, 213
164541633, 129, 60, 46.219512939453125, -485.6134033203125, 213
164636071, 150, 60, 34.5121955871582, -490.10406494140625, 251
164638618, 147, 60, 36.15853500366211, -490.1964416503906, 251
164733081, 129, 60, 46.64634323120117, -494.8223876953125, 402
164735636, 152, 60, 33.65853500366211, -494.9078063964844, 402
164830072, 117, 60, 53.23170852661133, -499.6068115234375, 995
164832631, 117, 60, 52.92683029174805, -499.741455078125, 995
164929600, 131, 60, 45.121952056884766, -504.66412353515625, 932
