116291694, 95, 60, 45.54878234863281, -361.1548156738281, 1102
116295495, 86, 60, 50.60975646972656, -361.3468933105469, 1102
116298619, 103, 60, 41.46341323852539, -361.4521789550781, 1110
116389777, 96, 60, 45.4878044128418, -365.6739501953125, 1130
116393576, 108, 60, 38.719512939453125, -365.8429870605469, 1130
116396108, 92, 60, 47.378047943115234, -365.96319580078125, 1130
116487217, 94, 60, 46.70731735229492, -370.2301940917969, 1162
116491021, 75, 60, 57.07316970825195, -370.4465637207031, 1162
116493554, 89, 60, 49.39024353027344, -370.57171630859375, 1162
116584671, 77, 60, 56.280487060546875, -375.12872314453125, 1209
116588465, 71, 60, 59.39024353027344, -375.35382080078125, 1209
116590997, 88, 60, 49.878047943115234, -375.48046875, 1209
116680004, 103, 60, 41.40243911743164, -379.8752136230469, 1229
116683801, 82, 60, 53.17073059082031, -380.0775146484375, 1229
116686333, 84, 60, 52.25609588623047, -380.20947265625, 1229
116777493, 66, 60, 62.25609588623047, -384.6635437011719, 1205
116781277, 66, 60, 62.317073822021484, -384.899169921875, 1205
116783823, 55, 60, 68.10975646972656, -385.0714111328125, 1205
116874919, 74, 60, 57.378047943115234, -389.9047546386719, 1046
116878726, 97, 60, 44.57316970825195, -390.0741882324219, 1046
116881269, 98, 60, 44.20731735229492, -390.1858215332031, 1046
116972351, 63, 60, 63.719512939453125, -394.68133544921875, 858
116976727, 84, 60, 52.13414764404297, -394.87872314453125, 759
116979271, 93, 60, 47.07316970825195, -395.0253601074219, 759
117070376, 70, 60, 60.121952056884766, -399.1835021972656, 598
117074175, 80, 60, 54.32926940917969, -399.3897399902344, 598
117076706, 95, 60, 46.03658676147461, -399.5066223144531, 598
117168645, 64, 60, 63.23170852661133, -403.93206787109375, 550
117171201, 74, 60, 57.621952056884766, -404.0790710449219, 550
117362423, 110, 60, 37.86585235595703, -413.6107482910156, 583
117364970, 108, 60, 39.085365295410156, -413.71002197265625, 583
117461939, 86, 60, 51.585365295410156, -418.1638488769531, 615
117464497, 91, 60, 48.780487060546875, -418.2879943847656, 615
117558935, 110, 60, 38.10975646972656, -422.7602233886719, 729
117561479, 95, 60, 46.76829147338867, -422.87957763671875, 729
117656455, 108, 60, 39.024391174316406, -427.6075134277344, 879
117659015, 101, 60, 43.04878234863281, -427.7418212890625, 879
117753415, 102, 60, 42.682926177978516, -431.79388427734375, 882
117755962, 109, 60, 39.20731735229492, -431.89361572265625, 882
117898823, 83, 60, 53.475608825683594, -438.6681823730469, 871
117901377, 77, 60, 57.0121955871582, -438.8135070800781, 871
117995810, 104, 60, 41.89024353027344, -443.08453369140625, 861
117998366, 96, 60, 46.64634323120117, -443.2029113769531, 861
118092790, 94, 60, 47.86585235595703, -447.3337707519531, 858
118095348, 97, 60, 46.09756088256836, -447.4507141113281, 858
118189756, 95, 60, 47.621952056884766, -451.8291015625, 869
118192303, 116, 60, 35.914634704589844, -451.9206848144531, 869
118286775, 105, 60, 41.95121765136719, -456.26971435546875, 875
118289337, 88, 60, 51.76829147338867, -456.4014587402344, 875
118384308, 93, 60, 48.96341323852539, -460.9905090332031, 835
118386856, 89, 60, 51.34146499633789, -461.1208801269531, 835
118481297, 87, 60, 52.621952056884766, -465.6035461425781, 601
118483842, 99, 60, 45.54878234863281, -465.71929931640625, 601
118578335, 119, 60, 34.5121955871582, -470.0790710449219, 404
118580889, 118, 60, 35.54878234863281, -470.1697692871094, 404
118675500, 92, 60, 50.0, -474.3931579589844, 335
118678057, 80, 60, 56.89024353027344, -474.5382385253906, 335
118774999, 103, 60, 44.20731735229492, -478.9428405761719, 291
118777545, 92, 60, 50.182926177978516, -479.07086181640625, 291
118871954, 110, 60, 40.54878234863281, -483.2528076171875, 249
118874515, 115, 60, 37.86585235595703, -483.3495788574219, 249
118968899, 115, 60, 37.9878044128418, -487.72076416015625, 227
118972032, 97, 60, 48.04878234863281, -487.8428039550781, 212
119066462, 117, 60, 37.13414764404297, -492.067138671875, 195
119069018, 100, 60, 46.15853500366211, -492.1844177246094, 195
119163468, 109, 60, 41.34146499633789, -496.55609130859375, 177
119166022, 95, 60, 49.20731735229492, -496.6816711425781, 177
119260477, 87, 60, 53.65853500366211, -501.4707946777344, 168
119263032, 98, 60, 47.80487823486328, -501.5921630859375, 168
119357498, 78, 60, 58.53658676147461, -506.6067199707031, 162
119360050, 83, 60, 55.60975646972656, -506.74853515625, 162
119454470, 88, 60, 53.10975646972656, -511.5643615722656, 155
119457026, 107, 60, 42.19512176513672, -511.6720886230469, 155
119551414, 97, 60, 47.5, -516.8577270507812, 147
119553967, 95, 60, 49.085365295410156, -516.982421875, 147
119648949, 88, 60, 52.43902587890625, -522.0608520507812, 152
119651497, 79, 60, 57.5, -522.2403564453125, 152
119745907, 98, 60, 46.89024353027344, -527.3643798828125, 151
119748462, 67, 60, 63.96341323852539, -527.5269775390625, 151
119893746, 82, 60, 55.54878234863281, -535.3169555664062, 155
119896291, 86, 60, 53.29268264770508, -535.452392578125, 155
120039043, 90, 60, 51.09756088256836, -542.8760986328125, 175
120041590, 71, 60, 61.219512939453125, -543.0317993164062, 175
120136006, 75, 60, 58.780487060546875, -548.4920043945312, 178
120138554, 75, 60, 58.96341323852539, -548.6427001953125, 178
120232988, 103, 60, 43.35365676879883, -553.7656860351562, 191
